gsis_player_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
174215,DC,John Reid,2019,Penn State,PAST,,,,,,,,,,,,,8.0,1.0,1.0,26.0,37.0,2.5,2.0,1.0,,,,,,,,,,,,
174315,DE,James Smith-Williams,2017,NC State,NCST,,,,,,,,,,,,,0.0,0.0,0.5,5.0,10.0,1.5,,0.0,,,,,,11.0,11.0,1.0,0.0,11.0,0.0,0.0
174315,DE,James Smith-Williams,2018,NC State,NCST,,,,,,,,,,,,,2.0,4.0,6.0,16.0,36.0,9.0,,0.0,,,,,,,,,,,0.0,0.0
174315,DE,James Smith-Williams,2019,NC State,NCST,,,,,,,,,,,,,0.0,7.0,1.0,9.0,20.0,1.0,,0.0,,,,,,,,,,,,
174449,DS,Rodney Clemons,2017,SMU,TXMU,,,,,,,,,,,,,10.0,0.0,1.0,55.0,67.0,4.0,1.0,0.0,,,,,,,,,,,0.0,0.0
174449,DS,Rodney Clemons,2018,SMU,TXMU,,,,,,,,,,,,,4.0,0.0,0.0,54.0,72.0,2.5,1.0,0.0,,,,,,,,,,,,
174449,DS,Rodney Clemons,2019,SMU,TXMU,,,,,,,,,,,,,9.0,0.0,0.0,48.0,77.0,3.0,4.0,0.0,,,,,,,,,,,0.0,0.0
174850,RB,LeVante Bellamy,2017,Western Michigan,MIWE,,,,,,,49.0,394.0,3.0,7.0,0.0,54.0,,,,,,,,,18.0,18.0,1.0,0.0,18.0,,,,,,,
174850,RB,LeVante Bellamy,2018,Western Michigan,MIWE,,,,,,,205.0,1228.0,6.0,30.0,1.0,185.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,18.2,27.0,14.0,0.0,255.0,,,,,,4.0,3.0
174850,RB,LeVante Bellamy,2019,Western Michigan,MIWE,,,,,,,266.0,1472.0,23.0,15.0,0.0,55.0,,,,,,,,,,,,,,,,,,,1.0,1.0
181911,OB,Casey Toohill,2017,Stanford,CAST,,,,,,,,,,,,,0.0,2.0,1.0,10.0,18.0,3.0,1.0,0.0,,,,,,,,,,,0.0,0.0
181911,OB,Casey Toohill,2018,Stanford,CAST,,,,,,,,,,,,,3.0,6.0,3.0,14.0,28.0,5.0,,0.0,,,,,,,,,,,,
181911,OB,Casey Toohill,2019,Stanford,CAST,,,,,,,,,,,,,1.0,10.0,8.0,37.0,57.0,11.5,,0.0,,,,,,,,,,,,
182164,IB,Dante Olson,2017,Montana,MTUN,,,,,,,,,,,,,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,,,,,,,,,,,,
182164,IB,Dante Olson,2019,Montana,MTUN,,,,,,,,,,,,,0.0,0.0,0.0,10.0,14.0,0.0,,0.0,,,,,,,,,,,,
190013,DE,Joe Gaziano,2017,Northwestern,ILNW,,,,,,,,,,,,,5.0,12.0,9.0,23.0,35.0,13.0,,0.0,,,,,,,,,,,,
190013,DE,Joe Gaziano,2018,Northwestern,ILNW,,,,,,,,,,,,,3.0,8.0,7.5,27.0,44.0,12.5,,0.0,,,,,,,,,,,0.0,0.0
190013,DE,Joe Gaziano,2019,Northwestern,ILNW,,,,,,,,,,,,,5.0,3.0,9.0,34.0,49.0,17.0,,0.0,,,,,,,,,,,0.0,0.0
191527,WR,Ja'Marcus Bradley,2017,Louisiana,LASW,3.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,39.0,2.0,475.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
191527,WR,Ja'Marcus Bradley,2018,Louisiana,LASW,1.0,1.0,21.0,1.0,0.0,0.0,1.0,5.0,0.0,40.0,10.0,608.0,,,,,,,,,20.2,53.0,13.0,0.0,263.0,6.8,24.0,5.0,0.0,34.0,1.0,0.0
191527,WR,Ja'Marcus Bradley,2019,Louisiana,LASW,,,,,,,,,,60.0,10.0,906.0,,,,,,,,,19.3,46.0,10.0,0.0,193.0,,,,,,1.0,0.0
193362,DS,Jordan Glasgow,2017,Michigan,MIUN,,,,,,,,,,,,,0.0,0.0,0.0,7.0,11.0,0.0,,0.0,,,,,,,,,,,,
193362,DS,Jordan Glasgow,2018,Michigan,MIUN,,,,,,,,,,,,,0.0,1.0,2.0,18.0,27.0,3.0,,0.0,,,,,,,,,,,,
193362,DS,Jordan Glasgow,2019,Michigan,MIUN,,,,,,,,,,,,,1.0,4.0,5.0,46.0,89.0,7.0,,0.0,,,,,,32.0,32.0,1.0,0.0,32.0,0.0,0.0
194434,DC,Keith Washington,2018,West Virginia,WVUN,,,,,,,,,,,,,9.0,0.0,1.5,33.0,40.0,2.5,3.0,1.0,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
194434,DC,Keith Washington,2019,West Virginia,WVUN,,,,,,,,,,,,,9.0,0.0,0.0,18.0,23.0,0.0,3.0,0.0,,,,,,,,,,,0.0,0.0
194582,OG,Calvin Throckmorton,2017,Oregon,ORUN,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,
194582,OG,Calvin Throckmorton,2019,Oregon,ORUN,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
194614,OB,Michael Divinity Jr.,2017,LSU,LAST,,,,,,,,,,,,,0.0,1.0,1.0,6.0,15.0,2.5,,0.0,,,,,,,,,,,0.0,0.0
194614,OB,Michael Divinity Jr.,2018,LSU,LAST,,,,,,,,,,,,,2.0,8.0,4.0,20.0,54.0,9.5,1.0,1.0,,,,,,,,,,,0.0,0.0
194614,OB,Michael Divinity Jr.,2019,LSU,LAST,,,,,,,,,,,,,0.0,3.0,3.0,17.0,22.0,4.0,,0.0,,,,,,,,,,,,
194644,IB,Rashad Smith,2017,Florida Atlantic,FLAT,,,,,,,,,,,,,5.0,4.0,6.0,49.0,99.0,12.0,,0.0,,,,,,,,,,,,
194644,IB,Rashad Smith,2018,Florida Atlantic,FLAT,,,,,,,,,,,,,1.0,2.0,1.0,34.0,83.0,5.5,4.0,0.0,,,,,,,,,,,0.0,0.0
194644,IB,Rashad Smith,2019,Florida Atlantic,FLAT,,,,,,,,,,,,,2.0,4.0,3.5,58.0,109.0,11.5,3.0,1.0,,,,,,,,,,,0.0,0.0
194664,DC,DeMarkus Acy,2017,Missouri,MOUN,,,,,,,,,,,,,3.0,0.0,0.0,35.0,48.0,5.5,,0.0,,,,,,,,,,,,
194664,DC,DeMarkus Acy,2018,Missouri,MOUN,,,,,,,,,,,,,9.0,0.0,0.0,23.0,28.0,1.0,3.0,0.0,,,,,,,,,,,,
194664,DC,DeMarkus Acy,2019,Missouri,MOUN,,,,,,,,,,,,,5.0,0.0,0.0,12.0,15.0,0.0,,0.0,,,,,,,,,,,0.0,0.0
194673,IB,John Houston Jr.,2017,USC,CASC,,,,,,,,,,,,,4.0,2.0,1.0,36.0,74.0,3.0,1.0,0.0,,,,,,,,,,,0.0,0.0
194673,IB,John Houston Jr.,2018,USC,CASC,,,,,,,,,,,,,5.0,0.0,1.0,32.0,53.0,1.5,,0.0,,,,,,,,,,,,
194673,IB,John Houston Jr.,2019,USC,CASC,,,,,,,,,,,,,3.0,0.0,2.5,64.0,104.0,7.0,,0.0,,,,,,,,,,,0.0,0.0
194682,WR,Johnathon Johnson,2017,Missouri,MOUN,,,,,,,1.0,0.0,0.0,41.0,6.0,724.0,,,,,,,,,,,,,,7.0,10.0,2.0,0.0,14.0,1.0,1.0
194682,WR,Johnathon Johnson,2018,Missouri,MOUN,,,,,,,1.0,8.0,0.0,59.0,5.0,737.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,1.5,16.0,12.0,0.0,18.0,,
194682,WR,Johnathon Johnson,2019,Missouri,MOUN,,,,,,,1.0,13.0,0.0,29.0,0.0,294.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,2.0,0.0,1.0,2.0,1.0
194690,DS,Shyheim Carter,2017,Alabama,ALUN,,,,,,,,,,,,,1.0,0.0,0.0,2.0,7.0,0.0,,0.0,,,,,,,,,,,,
194690,DS,Shyheim Carter,2018,Alabama,ALUN,,,,,,,,,,,,,9.0,3.0,0.0,27.0,43.0,3.5,2.0,1.0,,,,,,,,,,,,
194690,DS,Shyheim Carter,2019,Alabama,ALUN,,,,,,,,,,,,,7.0,0.0,0.0,24.0,43.0,2.5,1.0,0.0,,,,,,,,,,,,
194773,QB,Tommy Stevens,2017,Penn State,PAST,27.0,14.0,158.0,0.519,3.0,0.0,27.0,190.0,4.0,12.0,2.0,60.0,,,,,,,,,,,,,,,,,,,1.0,0.0
194773,QB,Tommy Stevens,2018,Penn State,PAST,11.0,8.0,110.0,0.727,1.0,1.0,28.0,118.0,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,1.0,0.0
194773,QB,Tommy Stevens,2019,Mississippi State,MSST,161.0,97.0,1155.0,0.602,11.0,5.0,83.0,381.0,4.0,,,,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,,,,,,,,,,4.0,3.0
194799,OG,John Phillips,2019,Boston College,MABC,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
194844,DS,David Dowell,2017,Michigan State,MIST,,,,,,,,,,,,,4.0,0.0,0.0,29.0,46.0,0.0,5.0,0.0,,,,,,,,,,,0.0,0.0
194844,DS,David Dowell,2018,Michigan State,MIST,,,,,,,,,,,,,2.0,0.0,0.0,29.0,59.0,0.0,2.0,0.0,,,,,,,,,,,,
194844,DS,David Dowell,2019,Michigan State,MIST,,,,,,,,,,,,,2.0,0.0,0.0,39.0,55.0,0.5,1.0,0.0,,,,,,,,,,,0.0,0.0
194854,OG,Tyler Higby,2017,Michigan State,MIST,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
194868,DT,Raequan Williams,2017,Michigan State,MIST,,,,,,,,,,,,,0.0,7.0,2.5,13.0,31.0,6.0,,0.0,,,,,,,,,,,,
194868,DT,Raequan Williams,2018,Michigan State,MIST,,,,,,,,,,,,,5.0,3.0,2.0,17.0,49.0,10.5,,0.0,,,,,,,,,,,,
194868,DT,Raequan Williams,2019,Michigan State,MIST,,,,,,,,,,,,,2.0,7.0,5.0,17.0,48.0,7.5,,0.0,,,,,,,,,,,,
194907,DE,Bryce Huff,2017,Memphis,TNMS,,,,,,,,,,,,,1.0,4.0,2.0,23.0,30.0,5.0,,0.0,,,,,,,,,,,0.0,0.0
194907,DE,Bryce Huff,2018,Memphis,TNMS,,,,,,,,,,,,,2.0,7.0,7.0,32.0,45.0,15.5,,0.0,6.0,6.0,1.0,0.0,6.0,,,,,,,
194907,DE,Bryce Huff,2019,Memphis,TNMS,,,,,,,,,,,,,0.0,16.0,6.5,33.0,52.0,15.5,,0.0,,,,,,,,,,,0.0,0.0
194962,DE,Mike Danna,2017,Central Michigan,MICE,,,,,,,,,,,,,0.0,5.0,4.0,31.0,54.0,8.5,,0.0,,,,,,,,,,,0.0,0.0
194962,DE,Mike Danna,2018,Central Michigan,MICE,,,,,,,,,,,,,1.0,6.0,8.5,36.0,65.0,14.0,,1.0,,,,,,,,,,,0.0,0.0
194962,DE,Mike Danna,2019,Michigan,MIUN,,,,,,,,,,,,,0.0,2.0,3.0,20.0,38.0,3.0,,0.0,,,,,,,,,,,,
195047,DT,Bravvion Roy,2017,Baylor,TXBA,,,,,,,,,,,,,0.0,0.0,0.5,16.0,31.0,3.0,,0.0,,,,,,,,,,,,
195047,DT,Bravvion Roy,2018,Baylor,TXBA,,,,,,,,,,,,,0.0,0.0,1.5,15.0,30.0,3.0,,0.0,,,,,,,,,,,,
195047,DT,Bravvion Roy,2019,Baylor,TXBA,,,,,,,,,,,,,0.0,7.0,5.5,35.0,61.0,13.0,,0.0,,,,,,,,,,,,
195160,DC,Nevelle Clarke,2017,UCF,FLCE,,,,,,,,,,,,,3.0,1.0,0.0,21.0,25.0,2.0,1.0,0.0,,,,,,,,,,,,
195160,DC,Nevelle Clarke,2018,UCF,FLCE,,,,,,,,,,,,,13.0,1.0,1.0,38.0,46.0,4.0,2.0,0.0,,,,,,,,,,,0.0,0.0
195160,DC,Nevelle Clarke,2019,UCF,FLCE,,,,,,,,,,,,,11.0,0.0,0.0,20.0,20.0,1.0,2.0,1.0,,,,,,,,,,,,
195166,RB,Adrian Killins Jr.,2017,UCF,FLCE,,,,,,,122.0,790.0,10.0,25.0,1.0,169.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,15.0,19.0,5.0,0.0,75.0,,,,,,,
195166,RB,Adrian Killins Jr.,2018,UCF,FLCE,,,,,,,147.0,715.0,4.0,19.0,4.0,377.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,21.1,44.0,14.0,0.0,296.0,,,,,,,
195166,RB,Adrian Killins Jr.,2019,UCF,FLCE,,,,,,,87.0,629.0,7.0,8.0,1.0,120.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,17.2,45.0,12.0,0.0,206.0,,,,,,2.0,1.0
195189,TE,Giovanni Ricci,2017,Western Michigan,MIWE,,,,,,,,,,12.0,0.0,80.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,,,,,,,,,2.0,1.0
195189,TE,Giovanni Ricci,2018,Western Michigan,MIWE,,,,,,,,,,35.0,3.0,392.0,,,,,,,,,,,,,,,,,,,1.0,0.0
195189,TE,Giovanni Ricci,2019,Western Michigan,MIWE,,,,,,,,,,51.0,8.0,642.0,0.0,0.0,0.0,2.0,3.0,0.0,,0.0,,,,,,,,,,,,
195255,DT,McTelvin Agim,2017,Arkansas,ARUN,,,,,,,,,,,,,3.0,3.0,2.5,15.0,37.0,7.5,,0.0,,,,,,,,,,,,
195255,DT,McTelvin Agim,2018,Arkansas,ARUN,,,,,,,,,,1.0,0.0,11.0,1.0,11.0,4.5,19.0,45.0,10.0,,0.0,,,,,,,,,,,0.0,0.0
195255,DT,McTelvin Agim,2019,Arkansas,ARUN,,,,,,,,,,,,,0.0,3.0,5.0,20.0,39.0,8.5,,0.0,,,,,,,,,,,0.0,0.0
195293,WR,Josh Hammond,2017,Florida,FLUN,,,,,,,,,,18.0,0.0,246.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,
195293,WR,Josh Hammond,2018,Florida,FLUN,,,,,,,2.0,32.0,1.0,28.0,4.0,369.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,0.0,0.0
195293,WR,Josh Hammond,2019,Florida,FLUN,,,,,,,6.0,101.0,1.0,27.0,2.0,346.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,,,,,,,,,,,
195298,WR,Freddie Swain,2017,Florida,FLUN,,,,,,,,,,8.0,1.0,96.0,,,,,,,,,,,,,,13.5,17.0,2.0,0.0,27.0,,
195298,WR,Freddie Swain,2018,Florida,FLUN,,,,,,,,,,15.0,5.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,6.0,6.0,1.0,0.0,6.0,9.7,85.0,23.0,1.0,224.0,,
195298,WR,Freddie Swain,2019,Florida,FLUN,,,,,,,4.0,27.0,0.0,38.0,7.0,517.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,13.0,23.0,3.0,0.0,39.0,4.0,10.0,14.0,0.0,56.0,1.0,0.0
195351,RB,Reggie Corbin,2017,Illinois,ILUN,,,,,,,18.0,78.0,0.0,9.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,
195351,RB,Reggie Corbin,2018,Illinois,ILUN,,,,,,,128.0,1085.0,9.0,16.0,0.0,176.0,,,,,,,,,,,,,,,,,,,3.0,3.0
195351,RB,Reggie Corbin,2019,Illinois,ILUN,,,,,,,143.0,675.0,7.0,3.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,
195357,IB,Dele Harding,2017,Illinois,ILUN,,,,,,,,,,,,,0.0,0.0,0.0,17.0,32.0,0.0,,0.0,,,,,,,,,,,,
195357,IB,Dele Harding,2018,Illinois,ILUN,,,,,,,,,,2.0,0.0,12.0,0.0,0.0,1.0,21.0,37.0,5.5,,0.0,,,,,,,,,,,,
195357,IB,Dele Harding,2019,Illinois,ILUN,,,,,,,,,,,,,0.0,2.0,0.0,66.0,153.0,14.5,3.0,2.0,,,,,,,,,,,0.0,0.0
195363,DS,Patrick Nelson,2017,Illinois,ILUN,,,,,,,,,,,,,2.0,0.0,0.0,32.0,65.0,2.5,,0.0,,,,,,,,,,,0.0,0.0
195363,DS,Patrick Nelson,2018,SMU,TXMU,,,,,,,,,,,,,1.0,1.0,1.5,32.0,59.0,6.0,2.0,0.0,,,,,,,,,,,,
195363,DS,Patrick Nelson,2019,SMU,TXMU,,,,,,,,,,,,,2.0,3.0,12.5,58.0,81.0,18.5,1.0,0.0,,,,,,,,,,,0.0,0.0
195581,DS,Myles Dorn,2017,North Carolina,NCUN,,,,,,,,,,,,,5.0,1.0,0.0,34.0,71.0,2.5,2.0,0.0,,,,,,,,,,,0.0,0.0
195581,DS,Myles Dorn,2018,North Carolina,NCUN,,,,,,,,,,,,,3.0,1.0,0.0,33.0,54.0,2.5,2.0,0.0,,,,,,,,,,,,
195581,DS,Myles Dorn,2019,North Carolina,NCUN,,,,,,,,,,,,,6.0,1.0,0.0,49.0,83.0,4.5,2.0,0.0,,,,,,,,,,,,
195690,IB,Shaquille Quarterman,2017,Miami,FLMI,,,,,,,,,,,,,3.0,4.0,2.5,41.0,78.0,7.0,,0.0,,,,,,,,,,,0.0,0.0
195690,IB,Shaquille Quarterman,2018,Miami,FLMI,,,,,,,,,,,,,2.0,6.0,6.0,45.0,82.0,14.0,1.0,0.0,,,,,,,,,,,0.0,0.0
195690,IB,Shaquille Quarterman,2019,Miami,FLMI,,,,,,,,,,,,,5.0,7.0,1.0,51.0,107.0,15.5,,0.0,,,,,,,,,,,0.0,0.0
195691,IB,Michael Pinckney,2017,Miami,FLMI,,,,,,,,,,,,,2.0,1.0,3.5,29.0,65.0,11.0,1.0,0.0,,,,,,,,,,,0.0,0.0
195691,IB,Michael Pinckney,2018,Miami,FLMI,,,,,,,,,,,,,2.0,5.0,3.5,35.0,74.0,11.0,1.0,0.0,,,,,,,,,,,,
195691,IB,Michael Pinckney,2019,Miami,FLMI,,,,,,,,,,,,,3.0,5.0,5.0,40.0,64.0,12.5,,0.0,,,,,,,,,,,,
195726,QB,Mason Fine,2017,North Texas,TXNO,510.0,323.0,4044.0,0.633,31.0,15.0,106.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,12.0,2.0
195726,QB,Mason Fine,2018,North Texas,TXNO,469.0,303.0,3793.0,0.646,27.0,5.0,69.0,20.0,2.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,6.0,2.0
195726,QB,Mason Fine,2019,North Texas,TXNO,414.0,257.0,3088.0,0.621,29.0,9.0,55.0,-98.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,2.0
195755,DE,LaDarius Hamilton,2017,North Texas,TXNO,,,,,,,,,,,,,0.0,5.0,0.0,22.0,40.0,4.0,1.0,0.0,12.0,18.0,4.0,0.0,48.0,,,,,,0.0,0.0
195755,DE,LaDarius Hamilton,2018,North Texas,TXNO,,,,,,,,,,,,,1.0,3.0,7.5,16.0,33.0,11.0,,0.0,5.0,5.0,1.0,0.0,5.0,,,,,,,
195755,DE,LaDarius Hamilton,2019,North Texas,TXNO,,,,,,,,,,,,,0.0,7.0,8.5,23.0,39.0,10.5,,0.0,,,,,,,,,,,,
195806,DC,Stantley Thomas-Oliver III,2017,Florida International,FLIN,,,,,,,,,,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
195806,DC,Stantley Thomas-Oliver III,2018,Florida International,FLIN,,,,,,,,,,,,,9.0,0.0,0.0,21.0,37.0,3.0,1.0,0.0,,,,,,,,,,,,
195806,DC,Stantley Thomas-Oliver III,2019,Florida International,FLIN,,,,,,,,,,,,,8.0,0.0,2.0,42.0,54.0,4.0,1.0,0.0,,,,,,,,,,,,
195874,TE,Eli Wolf,2017,Tennessee,TNUN,,,,,,,,,,3.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,
195874,TE,Eli Wolf,2018,Tennessee,TNUN,,,,,,,,,,5.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,
195874,TE,Eli Wolf,2019,Georgia,GAUN,,,,,,,,,,13.0,1.0,194.0,,,,,,,,,,,,,,,,,,,1.0,1.0
196065,QB,Tyler Huntley,2017,Utah,UTUN,312.0,199.0,2411.0,0.638,15.0,10.0,168.0,537.0,6.0,,,,,,,,,,,,,,,,,,,,,,5.0,3.0
196065,QB,Tyler Huntley,2018,Utah,UTUN,233.0,149.0,1762.0,0.639,12.0,6.0,108.0,304.0,4.0,1.0,1.0,58.0,,,,,,,,,,,,,,,,,,,3.0,1.0
196065,QB,Tyler Huntley,2019,Utah,UTUN,301.0,220.0,3092.0,0.731,19.0,4.0,104.0,290.0,5.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
196085,OT,Darrin Paulo,2017,Utah,UTUN,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
196164,TE,Mitchell Wilcox,2017,South Florida,FLSO,,,,,,,,,,17.0,2.0,158.0,0.0,0.0,0.0,2.0,3.0,0.0,,0.0,,,,,,,,,,,1.0,1.0
196164,TE,Mitchell Wilcox,2018,South Florida,FLSO,,,,,,,,,,43.0,2.0,540.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,,,,,,,,,,
196164,TE,Mitchell Wilcox,2019,South Florida,FLSO,,,,,,,,,,28.0,5.0,350.0,0.0,0.0,0.0,2.0,3.0,0.0,,0.0,,,,,,,,,,,,
196171,DE,Kendall Coleman,2017,Syracuse,NYSY,,,,,,,,,,,,,0.0,4.0,0.5,14.0,28.0,2.5,,0.0,,,,,,,,,,,,
196171,DE,Kendall Coleman,2018,Syracuse,NYSY,,,,,,,,,,,,,0.0,6.0,10.0,23.0,30.0,12.0,,0.0,,,,,,,,,,,,
196171,DE,Kendall Coleman,2019,Syracuse,NYSY,,,,,,,,,,,,,2.0,6.0,4.0,20.0,48.0,10.5,,0.0,,,,,,,,,,,,
196184,DC,Elijah Riley,2017,Army,NYWP,,,,,,,,,,,,,2.0,0.0,1.5,13.0,20.0,1.5,1.0,0.0,,,,,,,,,,,0.0,0.0
196184,DC,Elijah Riley,2018,Army,NYWP,,,,,,,,,,,,,9.0,1.0,1.0,37.0,53.0,7.5,,0.0,,,,,,8.0,8.0,1.0,0.0,8.0,,
196184,DC,Elijah Riley,2019,Army,NYWP,,,,,,,,,,,,,6.0,0.0,4.0,55.0,79.0,8.0,3.0,0.0,,,,,,2.5,5.0,2.0,0.0,5.0,0.0,0.0
196241,RB,Benny LeMay,2017,Charlotte,NCCR,,,,,,,137.0,732.0,2.0,9.0,2.0,88.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,,,,,,,,,,
196241,RB,Benny LeMay,2018,Charlotte,NCCR,,,,,,,232.0,1228.0,11.0,21.0,0.0,282.0,,,,,,,,,,,,,,,,,,,2.0,1.0
196241,RB,Benny LeMay,2019,Charlotte,NCCR,,,,,,,193.0,1072.0,9.0,19.0,4.0,242.0,,,,,,,,,,,,,,,,,,,1.0,0.0
